9.999999999999999547e-07 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.000000000000000056e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.000000000000000111e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.000000000000000444e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
4.000000000000000222e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
5.000000000000000000e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
6.000000000000000888e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
7.000000000000000666e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
8.000000000000000444e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
9.000000000000000222e-01 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.000000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.100000000000000089e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.200000000000000178e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.300000000000000044e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.400000000000000133e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.500000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.600000000000000089e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.700000000000000178e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.800000000000000044e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
1.900000000000000133e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.000000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.100000000000000089e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.200000000000000178e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.300000000000000266e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.400000000000000355e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.500000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.600000000000000089e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.700000000000000178e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.800000000000000266e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
2.900000000000000355e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.000000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.100000000000000089e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.200000000000000178e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.300000000000000266e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.400000000000000355e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.500000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.600000000000000089e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.700000000000000178e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.800000000000000266e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
3.900000000000000355e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
4.000000000000000000e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
4.100000000000000533e+00 2.940331519810965299e-01 -1.122713495556459939e-01 4.505736143096030627e-02 -1.897869607080549664e-02 9.601835161949045724e-03
