6.250000000000000000e+00 1.680358555299103426e-02 -6.006724030863742625e-01 1.000485213627521075e+00 -2.090207625346331088e+00 3.397082515673032876e+00
6.500000000000000000e+00 1.529521713005547144e-02 -6.555044573803346930e-01 1.100280242476597392e+00 -2.084916302077911343e+00 3.038632271270392593e+00
6.750000000000000000e+00 1.415329254999665026e-02 -7.127181346038220511e-01 1.191907418500766092e+00 -2.057996251222796946e+00 2.625115088431114074e+00
7.000000000000000000e+00 1.379370493868253139e-02 -7.711773008809975627e-01 1.275192902149951291e+00 -2.011206782618917721e+00 2.179018632595497440e+00
7.250000000000000000e+00 1.478133641610863448e-02 -8.292265929823162685e-01 1.351125763968949345e+00 -1.946194973662738414e+00 1.723461498433316086e+00
7.500000000000000000e+00 1.716365006151548619e-02 -8.858544086056739930e-01 1.419931062241355457e+00 -1.860031589681888864e+00 1.289609590648755688e+00
7.750000000000000000e+00 2.065158833925580598e-02 -9.413009815507630274e-01 1.479530964463800391e+00 -1.747388322278819572e+00 9.053200226925953720e-01
8.000000000000000000e+00 2.608621456128027566e-02 -9.948253673183490298e-01 1.529095203350795185e+00 -1.618038182093535449e+00 5.348655936900588159e-01
8.250000000000000000e+00 3.250143371083093896e-02 -1.048057855591554732e+00 1.564705686262420459e+00 -1.465733414377274224e+00 2.022307698297108880e-01
8.500000000000000000e+00 4.066052886701682079e-02 -1.100016043228997153e+00 1.586876591208251863e+00 -1.303199290008836053e+00 -1.303837250686861737e-01
8.750000000000000000e+00 4.989104047947635207e-02 -1.151170124204037748e+00 1.594302299497142306e+00 -1.129610479251325073e+00 -4.428212827425176967e-01
9.000000000000000000e+00 6.043010498363066141e-02 -1.200580104670839310e+00 1.588107198510200657e+00 -9.506892131400324075e-01 -7.311994373061950769e-01
9.250000000000000000e+00 7.252818586811259072e-02 -1.247376004193481602e+00 1.569252623218044373e+00 -7.721889914557978907e-01 -9.900195459976609547e-01
9.500000000000000000e+00 8.550118774684194178e-02 -1.292141730209294792e+00 1.536757381238036180e+00 -5.893302204027925928e-01 -1.180525630979334384e+00
9.750000000000000000e+00 1.001632075676143901e-01 -1.333698768465924500e+00 1.492689650301665782e+00 -4.117256715941722822e-01 -1.327667476061690444e+00
1.000000000000000000e+01 1.155929605624122225e-01 -1.373234283154869395e+00 1.435846565986957701e+00 -2.322802413989075998e-01 -1.402133845476805529e+00
1.025000000000000000e+01 1.320918726756050154e-01 -1.410234249854926958e+00 1.367605149963814437e+00 -5.695846369266915205e-02 -1.425537402545542953e+00
1.050000000000000000e+01 1.500595304666917928e-01 -1.443901534137985054e+00 1.290127057183428905e+00 1.076831563472005343e-01 -1.425393679724292095e+00
1.075000000000000000e+01 1.685568182093573064e-01 -1.475122746554530684e+00 1.202932675697972353e+00 2.679477984588435890e-01 -1.378007093482600753e+00
1.100000000000000000e+01 1.884362103228771068e-01 -1.502291802279174027e+00 1.109574520372509809e+00 4.126473755595620463e-01 -1.324997713100629415e+00
1.125000000000000000e+01 2.088424809896293477e-01 -1.526221072988934058e+00 1.009461785378886534e+00 5.488081384032059695e-01 -1.237930647421329855e+00
1.150000000000000000e+01 2.301529829262639049e-01 -1.546104078834470430e+00 9.046459398624381310e-01 6.716789826383129380e-01 -1.133008520772357919e+00
1.175000000000000000e+01 2.527752380987745018e-01 -1.561248138914243633e+00 7.970790528926685603e-01 7.765615043266852480e-01 -1.027867806278820906e+00
