3.214344719256434502e-02 0.000000000000000000e+00
3.220417343313978359e-02 0.000000000000000000e+00
3.226489967371522216e-02 0.000000000000000000e+00
3.232562591429066767e-02 0.000000000000000000e+00
3.238635215486610625e-02 0.000000000000000000e+00
3.244707839544154482e-02 0.000000000000000000e+00
3.250780463601698339e-02 0.000000000000000000e+00
3.256853087659242196e-02 0.000000000000000000e+00
3.262925711716786054e-02 0.000000000000000000e+00
3.268998335774330605e-02 0.000000000000000000e+00
3.275070959831874462e-02 0.000000000000000000e+00
3.281143583889418319e-02 0.000000000000000000e+00
3.287216207946962176e-02 0.000000000000000000e+00
3.293288832004506034e-02 0.000000000000000000e+00
3.299361456062049891e-02 0.000000000000000000e+00
3.305434080119594442e-02 0.000000000000000000e+00
3.311506704177138299e-02 0.000000000000000000e+00
3.317579328234682157e-02 0.000000000000000000e+00
3.323651952292226014e-02 0.000000000000000000e+00
3.329724576349769871e-02 0.000000000000000000e+00
3.335797200407314422e-02 2.990474174400072207e-08
3.341869824464858280e-02 3.336058750832781877e-08
3.347942448522402137e-02 3.718262358851242199e-08
3.354015072579945994e-02 1.049799826798531994e-07
3.360087696637489851e-02 1.169537832792968687e-07
3.366160320695033709e-02 1.301757076362025123e-07
3.372232944752578260e-02 2.077094144881481218e-07
3.378305568810122117e-02 2.309947368125980471e-07
3.384378192867665974e-02 2.566558960855043352e-07
3.390450816925209832e-02 2.849061329373091093e-07
3.396523440982753689e-02 3.159743781986496499e-07
3.402596065040298240e-02 3.501060165719908179e-07
3.408668689097842097e-02 3.875636430050888589e-07
3.414741313155385954e-02 4.723338574773662858e-07
3.420813937212929812e-02 5.694378568979444983e-07
3.426886561270473669e-02 6.293532826572525698e-07
3.432959185328017526e-02 6.949187178620594536e-07
3.439031809385562077e-02 7.665896758570820632e-07
3.445104433443105935e-02 8.448497395772839275e-07
3.451177057500649792e-02 9.302113564965275489e-07
3.457249681558193649e-02 1.023216548915833514e-06
3.463322305615737506e-02 1.124437524874270715e-06
3.469394929673282058e-02 1.234477174142987625e-06
3.475467553730825915e-02 1.353969433000378466e-06
3.481540177788369772e-02 1.550744143566742726e-06
3.487612801845913629e-02 1.698460079142945120e-06
3.493685425903457487e-02 1.931325775844432606e-06
3.499758049961001344e-02 2.425086603625764309e-06
3.505830674018545895e-02 2.738311463847294125e-06
3.511903298076089752e-02 3.083376276169754624e-06
3.517975922133633609e-02 3.371267336976634821e-06
3.524048546191177467e-02 3.776983357428768592e-06
3.530121170248721324e-02 4.221705791572579132e-06
3.536193794306265181e-02 4.811734024390655612e-06
3.542266418363809732e-02 5.247971092394765786e-06
3.548339042421353590e-02 6.054222845108920981e-06
3.554411666478897447e-02 7.191010031904235539e-06
3.560484290536441304e-02 8.089466428765578859e-06
3.566556914593985161e-02 9.610759639921782945e-06
3.572629538651529713e-02 1.075565795915012289e-05
3.578702162709073570e-02 1.230448481467800484e-05
3.584774786766617427e-02 1.340238654778224870e-05
3.590847410824161284e-02 1.458482697125110567e-05
3.596920034881705142e-02 1.667956999870989424e-05
3.602992658939248999e-02 1.813314993132467031e-05
3.609065282996793550e-02 1.987244783525027672e-05
3.615137907054337407e-02 2.305097691665209737e-05
3.621210531111881264e-02 2.521816317005633895e-05
3.627283155169425122e-02 2.755643743177844707e-05
3.633355779226968979e-02 3.049266382866496232e-05
3.639428403284512836e-02 3.303426008759531633e-05
3.645501027342057387e-02 3.575515806374494633e-05
3.651573651399601245e-02 3.866487196822546971e-05
3.657646275457145102e-02 4.200797934189156517e-05
3.663718899514688959e-02 4.607675298566195191e-05
3.669791523572232816e-02 5.147592636127783168e-05
3.675864147629777368e-02 5.552656689255596552e-05
3.681936771687321225e-02 6.037936203748144780e-05
3.688009395744865082e-02 6.530224868048918445e-05
3.694082019802408939e-02 7.170064079122130804e-05
3.700154643859952797e-02 7.889813832197209713e-05
3.706227267917497348e-02 8.513368134027190766e-05
3.712299891975041205e-02 9.303506629294317355e-05
3.718372516032585062e-02 1.002207472313807065e-04
3.724445140090128920e-02 1.091982804077197696e-04
3.730517764147672777e-02 1.191682794747593696e-04
3.736590388205216634e-02 1.323788063164744707e-04
3.742663012262760491e-02 1.433616317912166994e-04
3.748735636320305042e-02 1.554632498812593192e-04
3.754808260377848900e-02 1.668176288937037817e-04
3.760880884435392757e-02 1.784376993316291857e-04
3.766953508492936614e-02 1.923545224856415255e-04
3.773026132550480471e-02 2.067170391497602630e-04
3.779098756608025023e-02 2.206308333347762999e-04
3.785171380665568880e-02 2.379563930678012587e-04
3.791244004723112737e-02 2.549883537349996172e-04
3.797316628780656594e-02 2.739243568397066431e-04
3.803389252838200452e-02 2.930088506166688821e-04
3.809461876895745003e-02 3.185858514963426464e-04
3.815534500953288860e-02 3.423408911258385445e-04
3.821607125010832717e-02 3.685413830810831386e-04
3.827679749068376575e-02 3.925753135885917135e-04
3.833752373125920432e-02 4.205624203424285375e-04
3.839824997183464289e-02 4.503011324564290823e-04
3.845897621241008840e-02 4.782299703943265171e-04
3.851970245298552697e-02 5.127553053304400145e-04
3.858042869356096555e-02 5.438058389901071670e-04
3.864115493413640412e-02 5.793335195593762258e-04
3.870188117471184269e-02 6.141250950098878485e-04
3.876260741528728127e-02 6.594625529621948954e-04
3.882333365586272678e-02 7.047682644835622607e-04
3.888405989643816535e-02 7.471036550363301283e-04
3.894478613701360392e-02 7.885993969817802016e-04
3.900551237758904249e-02 8.359379188018530981e-04
3.906623861816448107e-02 8.853983263839346586e-04
3.912696485873992658e-02 9.334000703476243469e-04
3.918769109931536515e-02 9.862003764690889865e-04
3.924841733989080372e-02 1.041925206859171471e-03
3.930914358046624230e-02 1.110701464092770036e-03
3.936986982104168087e-02 1.183743658233262072e-03
3.943059606161712638e-02 1.246069952674522209e-03
3.949132230219256495e-02 1.327810104621918131e-03
3.955204854276800353e-02 1.405365785901775948e-03
3.961277478334344210e-02 1.490555910943521748e-03
3.967350102391888067e-02 1.577095619356903367e-03
3.973422726449431924e-02 1.662163078532830551e-03
3.979495350506975782e-02 1.746137352698435598e-03
3.985567974564520333e-02 1.838527666094596971e-03
3.991640598622064190e-02 1.934477394793270759e-03
3.997713222679608047e-02 2.051825122828742146e-03
4.003785846737151904e-02 2.159421366449807908e-03
4.009858470794695762e-02 2.276957639807954906e-03
4.015931094852240313e-02 2.390462323827400107e-03
4.022003718909784170e-02 2.515997987171884453e-03
4.028076342967328027e-02 2.642390726498848163e-03
4.034148967024871885e-02 2.780591435687315011e-03
4.040221591082415742e-02 2.909628350483972180e-03
4.046294215139960293e-02 3.055475238093044183e-03
4.052366839197504150e-02 3.201365193942245363e-03
4.058439463255048008e-02 3.355509232897441359e-03
4.064512087312591865e-02 3.518337134315699041e-03
4.070584711370135722e-02 3.669169375047660366e-03
4.076657335427680273e-02 3.837790382580623643e-03
4.082729959485223437e-02 4.001685254034063367e-03
4.088802583542767988e-02 4.184094152114221574e-03
4.094875207600311845e-02 4.385295452157798174e-03
4.100947831657855702e-02 4.588987955467664290e-03
4.107020455715399559e-02 4.798442469756916511e-03
4.113093079772943417e-02 4.999165674513483988e-03
4.119165703830487968e-02 5.220297909098490542e-03
4.125238327888031825e-02 5.431200615485436665e-03
4.131310951945575682e-02 5.661529088351963980e-03
4.137383576003119540e-02 5.915187781922886384e-03
4.143456200060663397e-02 6.161972946742889749e-03
4.149528824118207948e-02 6.427662327458622503e-03
4.155601448175751805e-02 6.739591138982941113e-03
4.161674072233295663e-02 7.010651451470038993e-03
4.167746696290839520e-02 7.294712071585635060e-03
4.173819320348383377e-02 7.616580701043687909e-03
4.179891944405927928e-02 7.931674672674448798e-03
4.185964568463471092e-02 8.260528698912261020e-03
4.192037192521015643e-02 8.625895979081513523e-03
4.198109816578559500e-02 8.995524857057514770e-03
4.204182440636103357e-02 9.363314206197181910e-03
4.210255064693647215e-02 9.729674161798609888e-03
4.216327688751191072e-02 1.010373354018831438e-02
